commit_msg,labels
[tvm4j] RPC Server (#268)* [tvm4j] RPC Server* [tvm4j] fix recursively function calling; connect to proxy server; osx rename .so to .dylib* [tvm4j] test case for proxy connection; thread pool for serving,0
[PASS][RUNTIME] Support attr scope lift and runonce (#303),4
[FIX] Pass the attributes of master node (#304),0
[PASS] Allow allocation in parallel scope (#305),4
[TEST] Upgrade gpu docker to cudnn7 (#306)* [TEST] Upgrade gpu docker to cudnn7* fx,3
[tvm4j] disable proxy test for now (#307),3
[RPC] Enable shutdown hook (#308),5
[PASS][FIX] Fix LiftAttrScope with if (#309)* [PASS][FIX] Fix LiftAttrScope with if* [PASS] Fix on proc sync* fix,0
minor fix (#313),0
[PASS] More improvement of canonical (#314),4
"[PASS] Memory barrier detection, storage access lower. (#317)",4
[PASS][PRAGMA] Allow pragma debug_skip_region to skip region of computation (#318),0
"[WIP] C++ topi contributions (#312)* [WIP] C++ topi contributionsSummary:This diff implements C++ topi contributions for:  - relu with parametrix threshold  - pad with generic padBefore / padAfter specification  - matmult with transposes  - conv2d_nchw, conv2d_hwcn with runtime constant padding and strides  - depthwise_conv2d_nchw with runtime constant padding and strides  - group_conv2d_ngchw with runtime constant padding and strides  - broadcast_to a broadcastable shape  - broadcast_bop where bop is an usual binary op (+ - * / %)Convolution padding is implemented using the pad operation.To avoid extra memory consumption, it is generally recommended to inline the padding with the autoinliner.Unfortunately in its current form the elemwise checks are too restrictive to allow inlining.So this diff also proposes an extension to LHS injective (i.e. no reduction axis in the current IR design)Test Plan:Tested in C++ testsuite in a separate repository, I am looking for suggestions to quickly spin up some tests for tvm.Reviewers: tqchenSubscribers:Tasks:Tags:Blame Revision:* Review + Lint + GSG C++",1
[TOPI] Move topi.nn.util to topi.util (#319)* [TOPI] Move topi.nn.util to topi.util* update the path,1
"[TOPI] conv2d nchw gpu scheduler (#315)* __init__ updated* pull request updated* build_module added* typo fixed* another typo fixed* conv2d gpu scheduler for two layouts moved to tvm* changes made according to CR* conv2d_nchw formating updated, conv2d_hwcn tests updated* lint error fixed* element wise operator schedule fusing fixed for conv2d* conv2d_nchw topi test added, all resnet workloads now pass* conv compute lint error fixed* fixed python 3 compatibility problem* conv2d tensor input support added, test typo fixed, ir_pass.Simplify changed to util.get_const_int",0
[DOC] Include TOPI in doxygen (#321)* [DOC] Include TOPI in doxygen* update,1
[TOPI] add dilation operators (#316)* add dilation operators* fix pylint* dilate testcases success* n-D tensor dilation* support arbitrary dimension,0
[TOPI] C++ doc (#320),5
[BUILD] Simplify build process (#326),5
[TOPI] Add broadcast and reduce operators (#267)[TOPI] Add broadcast and reduce operators,1
[TOPI] Move ewise.h -> elemwise.h (#327)* [TOPI] Move ewise.h -> elemwise.h* fix test,0
update depthwise_conv2d schedule and testing (#328),1
[DOC] Document update (#329),1
[TOPI] Add ops compute (#323)* [TOPI] Add ops computeRemove 'compute' and add assert for safetyAdd documentfix lintfix softmax* fix batch norm,0
"[TOPI] Fix conv2d for small input channels (#331)* __init__ updated* pull request updated* build_module added* typo fixed* another typo fixed* conv2d gpu scheduler for two layouts moved to tvm* changes made according to CR* conv2d_nchw formating updated, conv2d_hwcn tests updated* lint error fixed* element wise operator schedule fusing fixed for conv2d* conv2d_nchw topi test added, all resnet workloads now pass* conv compute lint error fixed* fixed python 3 compatibility problem* conv2d tensor input support added, test typo fixed, ir_pass.Simplify changed to util.get_const_int* fixed channel numer < 4 error, also made sure other splitting factor woudn't be 0",0
[TOPI] Improve dilate (#330),5
"[TOPI] Isolate padding option, improve decl of depthwise/conv2d/pool (#332)",1
[BUILD] Enable cudnn in gpu build (#333),5
[Contrib] CuDNN v7 Support (#311)* [Contrib] CuDNN v7 Support* Add test,1
[WIP] [TOPI] Depth wise Conv for NHWC (#325)* rename the nchw and pass the unit test; going to do it for nhwc depthwise* bug with fusion* nchw works fine; nhwc float32 problem remains* still cannot bind them together* fusion works* syntax fix* all bugs fixed; test cases pass* minor fix on nn.h,0
[NNPack] Support for threadpool (#334)* [NNPack] Support for threadpool* fix lint* fix lint* Use static class function,0
[PASS] RewriteUnsafeSelect lowers unsafe select to condition expr (#335),4
Allow install-dev to include all necessary header files (#338),2
Fix CUDA library search (#339),0
[DOC] Release note (#340),5
[SUBMODULE] switch to https (#341),5
[DOC] Add link to release blog (#342),1
Add tutorial for convolution in CUDA (#343),1
update depthwise convolution api (#344),1
"conv_nchw parameter updated to the one generates mobilenet benchmarks, doc typo fixed (#345)* conv_nchw parameter updated to the one which generates mobilenet benchmarks, doc typo fixed* removed unused variables",0
modify schedule_depthwise_conv2d_nchw (#350),5
changed makefile to build rocm backend (#355),2
[Python] Dist wheel tools (#348),1
[BUILD][LLVM] Support LLVM mainline 5.0 6.0 (#356)* [BUILD][LLVM] Support LLVM mainline 5.0 6.0* Reduce parallelism,5
[DOC] Add install prerequisites (#358)Add install prerequisites of customized building,1
[iOS] Better RPC guide and bug fix (#357),0
[CODEGEN][LLVM] Refactor cpu runtime related code to CodeGenCPU (#361),5
Update installation guide of windows (#364)* update installation guide of windows* update installation doc of windows,1
[TOPI] update depthconv padding api; fix shared memory overflow (#365)* modify depthconv padding* fix shared memory overflow in depthconv schedule,0
[BUILD] Include rocm cross compile env (#367),5
Softmax operator migrated to topi (#366)* softmax migrated and test added* pylint error fixed* pylint error fixed,0
[API] Expose AutoInlineInjective (#368),5
[DOCS] Add some notes about LLVM (#373)Add some notes about LLVM before building TVM,1
[DOC] Add Build TVM Runtime on Device section (#372)* [DOC] Add Build TVM Runtime on Device sectionAdd Build TVM Runtime on Device section* Add echo USE_RPC=1>> config.mk in code-blockAdd echo USE_RPC=1>> config.mk in Build TVM Runtime on Device section* [DOC] Fix small problem,0
[SETUP] Fix python setup (#380),0
[TEST] Add rocm library to library path (#381),1
update dlpack (#382),1
[APP] Android RPC (#359)* [APP] Android RPC first version* [APP] Android RPC build jni automatically* [APP] Android OpenCL RPC tested on real devices* [APP] optimize android app interface. add ndk compile tool* add ndk compile tool* [APP] fix android app thread crash; add android test script* [APP] android app - show alert dialog and disconnect when error occurs* fix ndk build script code lint* fix ndk build default argument* ndk script build remove shell=True. disable android app screen orientation,0
[SUBMODULE] update dmlc-core and Test (#387)* [SUBMODULE] update dmlc-core* [TEST] Not keep ROCM link but only verifies it,1
[RUNTIME] v2: runtime support for rocm (#386)* v2: runtime support for rocm* fixed coding space errors* removed kROCM from c_runtime_api.h,0
[TEST] Jenkinsfile (#389)* [TEST] Jenkinsfile* Fix wheel setup,0
[NNPack] Fix automatically cast fail on some platforms (#388),0
[tvm4j] Java runtime README (#391),5
[TOPI] Relu and schedule elemwise (#390)* convolution compute typo fixed* relu activation migrated to topi* reviews addressed* elemwise schedule added* relu compute deleted,0
[CODEGEN] NVPTX backend. (#392)* [CODEGEN] NVPTX backend.* Fix pylint* use fix,0
[TOPI] improve elemwise schedule (#393)* [TOPI] improve elemwise schedule* modify fuse,5
[APP] Android RPC README (#395),5
[DOC] Reorganize docs (#397),2
[DOCS][APP] Add Example for C++ deployment (#398)* [DOCS][APP] Add Example for C++ deployment* fix lint,0
[CODEGEN] Multiple parallel in one launch (#399),5
[SCHEDULE][PASS] support storage_align of certain axis (#400)* [SCHEDULE][PASS] support storage_align of certain axis* fix lint,0
[PASS] IRTransform to enable IR pass proptype in python (#401),4
[submodule] update dlpack (#403),1
[BACKEND] Allow nvptx to pass ll ir to CUDAModule (#404),4
[PASS] InjectDoubleBuffer (#405),4
[BACKEND] Explicitly allow specialization of FMA in llvm (#407),5
[BUILD] Allow inject custom pass via phase (#408),4
[PASS] Check memory info bound to guard failure (#409),4
[PASS] Improve vthread injection. (#411),4
[PASS] Improve double buffer (#413),4
[GPU][TOPI] Fix cross thread reduction schedule (#414),0
[TOPI] Add topi.target; Schedule for raspberry pi (#406)* CPU Schedule for raspberry pi* Update* Update* Add topi.target* Refactor* Update* Make python3 happy* Improve* Improve* Improve* Use get_const_int,1
[FIX] Fix build error: call to 'make_const' is ambiguous (#415),0
[SETUP] Always use relpath for setup (#421)* [SETUP] Always use relpath for setup* [CMAKE] Fix cmake llvm build,0
[BUILD] Improve build instruction with llvm. (#422),2
[TEST] Add memoize to save test data (#424)* [TEST] Add memoize to save test data* Update comment* mark py version,1
[PYTHON] Allow general types (#425),5
[TOPI] Improve conv2d for resnet18 workload  (#427)* relu activation migrated to topi* reviews addressed* relu compute deleted* conv2d_nchw updated* resnet18 hand tuned schedule added* pylint error fixed* one more workload test for conv2d_nchw* conv2d schedule subfunctions added for different patterns* reviews addressed,0
[METAL][RUNTIME] Fix bug of memcpy into metal buffer (#428),0
[DOCS] Fix markdown syntax error (#430)Fix markdown syntax error (code shifts out of markdown-code box).,0
[SCHEDULE] Enhance cache_write to enable layout change. (#432)* [SCHEDULE] Enahance cache_write to enable layout change.* more tests,3
Conv2d updated  (#435)* improved conv2d for last group of workloads* conv2d_nchw improved on 14_256_256 and 56_64_128,1
[LLVM] Protect ll when emit pass (#436),4
[TOPI] Fix softmax bug (#437),0
[APP] enhance android ui (#441),5
disable fopen64 in dmlc-core (#443),5
[RUNTIME][RPC] Enable remote linking of device code. (#444)* [RUNTIME][RPC] Enable remote linking of device code.* fix build,0
"[DOCS] Add prerequisites about zlib1g-dev (#446)* [DOCS] Add prerequisites about zlib1g-devinAdd prerequisites about zlib1g-dev. It occurs `/usr/bin/ld: cannot find -lz` without zlib1g-dev.* Add prerequisites about python-setuptools Add prerequisites about python-setuptools. Otherwise, it will fail when executing `python setup install --user` command.* [DOCS] Add prerequisites about python-devAdd installation prerequisites about python-dev. Otherwise, it will fail with `SystemError: Cannot compile 'Python.h'. Perhaps you need to install python-dev|python-devel.` when executing `python setup install --user`.",0
[RUNTIME] Enable extension type to PackedFunc. (#447)* [RUNTIME] Enable extension type to PackedFunc.* More comments,5
"[TOPI] Depth wise convolution backward methods for NHWC (#434)* rename the nchw and pass the unit test; going to do it for nhwc depthwise* bug with fusion* nchw works fine; nhwc float32 problem remains* still cannot bind them together* fusion works* syntax fix* all bugs fixed; test cases pass* minor fix on nn.h* back wrt input* backward wrt input nhwc; only test case in recipe* test case for depthwise back wrt input* test case for depthwise backward wrt weight* tags* minor fixes* pylint test; add arch=3.7* modify scheduler* better backward depthwise w.r.t weight scheduler* updated scheduler* test_topi_depthwise_conv2d_back_input.py and test_topi_depthwise_conv2d_back_weight.py success* all test cases wrt input pass* update* new test cases and scheduler* not working 1 and 2* good wrt weight, bad wrt input* test cases added* remove tf lines* minor fix* compute arch changed* remove compile hook* minor change* pylint* fix the float for python case* fix cases for python3 case* except for memoize* fix most; memoize still wrong* memoize added* unexpected layout cases added for scheduler* error message layout other than NHWC added* improve padding* fix as pr requests* remove dilate in backward wrt weight",0
[RPC] clarify error message for unmatched context (#451)Clarify confusing error message for unmatched context,0
conv2d schedule fall back warning fixed (#450),0
[RUNTIME] Add function to pack arguments (#452),1
"[BACKEND] initial llvm codegen for amdgpu (#402)* added initial llvm codegen for amdgpu* fixed whitespace* fixed hsaco gen from ir* fixed targetmachine for rocm and added GetSource for rocm* fixed whitespace issues* changed statement to use less than 100 lines* added intrinsics for workgroup - rocm* whitespace - newline error fix* fixed error msg for workitem-workgroup intrinsics* added llvm ir dump for rocm codegen* [ROCM] changed codegen to emit proper amdgpu kernel header* fixed whitespace error* fixed whitespace error- 2* fixed AddFunction to not to use extra arg1. Changed AddFunctionInternal to not to take extra arg for target type2. Use Target from CodeGenLLVM to check for AMDGPU target* fixed whitespaces* fixed whitespaces 2* fixed codegen for AMDGPU - now generating valid IR* fixed codegen depending on code review* reviewed alignment for amd devices* added code to dump code object to file* fixed cpplint errors* print out IR after pass manager* added code to dump asm, obj to file and std string* fixed whitespaces* Update codegen_amdgpu.cc* used registry for amdgpu llvm* Fixed whitespaces* added code for calling linker* fixed formatting errors* added rocm link python interface* fixed pylint issues and added more body to the function* added doc string* added doc string for module* fixed python code after review, fixed llvm object codegen* fixed linker to generate code object* removed dumping to output file and debugging log out* fixed lint for python code* added fault check after running linker* removed print statement in rocm.py* changed rocm lld linker to raise runtimeerror than emitting error log to stderr* changed the way linker command line is pass to subprocess.popen* removed redundant code and reuse tvm utils* removed commented out code* removed cloning of unused modules, and put IR into string",0
added vim temporary files to gitignore (#453),1
[TOPI] add binary broadacst (#456)* add binary broadacst* fix testing* revise testing threshold,0
[PASS] Fix intrinsic lowering with fma and other intrin (#457)* [PASS] Fix intrinsic lowering with fma and other intrin* relax rtol for sqrt,0
