commit_msg,labels
- fixed bug in pact-run.sh script,1
- moved PACT testing code and tests from pact-test to pact-client- adapted pom.xml files in pact-client and pact-test,3
- fixed memory requirements checks in PACT tasks,1
- adapted Pact task tests to new minimum memory requirements,1
Fixed #120 and improved clean-up in case of errors or cancel operations,0
Changed IO manager to allow block writers.,1
- fixed #137,0
Added menu to visualization and removed automatic logging of buffer utilization,2
First piece of the Hybrid Hash Join: Partitions and partition spilling.,5
- restructured value crossing code,5
- fixed bug in CrossTask (streaming strategy was not correctly used)- refactored crossing code in CrossTask,4
- fixed bug in MatchTask,0
- generalized NepheleReaderIterator- added IteratorNepheleReader,1
- refactored MatchTask code,4
Fixed #124,0
Moved abstract compression classes to server module,4
Removed nephele-compression from nephele pom file,2
Hash join incremental development.,5
Split compression module into separate modules,5
Removed files which are not under the Apache license from the LZMA compression module,2
Added README,1
Removed files which are not under the Apache license from the bzip2 compression module,2
Added README,1
Removed superfluous files from zlib compression library,2
Modified zlib Makefile,2
Removed files which are not under the Apache license from the zlib compression module,2
Added README,1
Merge branch 'master' into stratosphereConflicts:pact/pact-runtime/src/main/java/eu/stratosphere/pact/runtime/task/util/NepheleReaderIterator.java,5
"Removed some old, outdated code",5
"Removed some old, outdated code",5
"Removed some old, outdated code",5
Changed default settings for compression libraries,1
Improved debugging for compression problems,0
- added replication factor to PactConnection- adapted cost estimators to consider replication factor,1
"- replaced compiler hint ""Selectivity"" by ""AvgRecordsEmittedPerStubCall""- adapted size estimations to new compiler hint- adapted JSONGenerator to new compiler hint- Adapted examples to new compiler hint",1
"Added parsing for selection, projection, (join)",1
Added missing files,2
- extended PACT CLI client- renamed pact-run.sh to pact-client.sh,1
- improved PACT CLI client output,1
- improved argument error handling in PACT CLI client,0
- added suppressWarning annotation in PACT CLI client,2
- extended pact-tests TestBase- Added DeltaComparator to KMeansIterationITCase,1
Small fix to CompressionLoader,0
Improved clean-up behavior for compression,4
- fixed JSON plan bug in PACT CLI client- improved PACT CLI client,1
Added Apache header to bzip2 compression library,1
Added Apache header to native zlib compression library files,2
Added Apache header to native files LZMA compression library wrapper,2
Added menu item to cancel job to visualization,1
Fixed #139,0
- added wait flag for program execution in PACT CLI client,1
Removed incomplete hashjoin code,4
Hash Join bucket array structure,5
Hash Join Test V0.1,3
Task interfaces changes to support a spilling threshold.,1
Added two auxiliary classes to improve shut down behavior,1
Improved javadoc,2
Improved javadoc,2
Buffer implementation is now robust against multiple calls of the recycling method,2
Fixed #139,0
Removed final keyword from class Buffer to fix unit test,3
Reduced logging and fixed possible NullPointerException in FileBufferManager,2
Removed semicolon,4
Fixed logging of state transitions in the profiling component,2
Corrected code style of OutgoingConnection.java,5
Fixed channel target lookup mechanism,1
Fixed #140,0
multicast cluster implementation continued,5
Fixed problem with outdated management graph information after visualization has been shut down,5
Improved robustness of user API,1
Added unit test for #141,3
- fixed compiler hint in TPCHQuery3,0
Fixed #141,0
Removed final identifier from AbstractInvokable.getEnvironment(),1
- fixed list action in PACT CLI Client,0
Typo fix in IOManager,0
added sortmerger cache to latest code-base,3
- fixed bug in PACT CLI client,0
Fixed #77,0
Fixed #146,0
Removed buggy clean-up optimization,4
Fixed bug in file buffers which caused IOExceptions when task is canceled,1
- added Asterix TPCH query example and integration test,3
- fixed invalid compiler hint in WebLogAnalysis example query,2
Constructor fix in sort-merger testcase.,3
Data Source Task robustness to canceling improved.,1
- improved TPCHQuery4 by removing unnecessary object instanciations and static objects- moved TPCHQuery4 classes to a single file,2
Reworked and improved Sort buffers and comparators.,1
In-memory sorts where possible with fine grained threshold definable.,5
Fixed spurious error message for buffer recycling,0
Combine Task now operates only in-memory and pushes out results early.,1
Fixed erroneous test case assertion.,3
Added tests for Jaql parsing,3
- removed empty class  TPCHQuery4Launcher- updated Asterix TPC-H example query,5
- replaced HDFS's API classes by Nephele's API,5
Fixed close bug for broadcast channels,0
Added test for multilevel hash function,1
Fixed #117,0
Fixed typo in JavaDoc,2
Fixed #149,0
Minor modification to output message,5
Modified JavaDoc,2
Fixed #144,0
Fixed Cost estimation Bug for Cross and Removed FallbackCostEstimator,3
- moved TPCH-Queries to pact-tests,3
- Updated pact-example/pom.xml- Renamed All2AllSP to PairwiseSP,5
- added stub configuration to TPCHQuery3 example,5
- added missing Apache Headers,1
- Moved SequentialInput/OutputFormat and JSONInput/OutputFormat to pact-client/testing,3
- Adapted WebLogGenerator,2
- added reference to Apache Hadoop licence to code that originated from Hadoop,1
- excluded source build from Maven- added JavaDoc build to Maven,2
"Added tests for JAQL operators filter, group, transform, and join",1
- pom.xml: moved javaDoc building to site target,1
- Added licencing headers,1
Reworked block resettable iterator to exclude asynchronous thread.,1
Merge branch 'master' into hashjoinConflicts:pact/pact-runtime/src/main/java/eu/stratosphere/pact/runtime/hash/HashJoin.java,5
Merge branch 'master' into rangeConflicts:pact/pact-runtime/src/main/java/eu/stratosphere/pact/runtime/task/util/OutputEmitter.java,5
Working prototyp for SOPREMO projection,1
Added sopremo expressions,1
- Adapted Stratosphere start scripts for MacOS compatibility,5
add a testfile,3
remove test file,2
testfile,3
remove testfile,3
"Added sopremo operators & tests for selection, projection, aggregation, and joins",3
Added some more scenarios to MultiLevelHashTest,3
Added a tolerance setting for differences in PactDouble values for the TestPlan class.,3
Hash Join Next step,5
MultiLevelHashTest is now integration test,3
Fixed basic operators and added function registry,1
Fixed Serialization Bug in PactString,0
Fixed bug #154 and #155Generalized fuzzy double matching problem by allowing users to specify a custom matcher and similarity measure for key value pairs.Merge branch 'master' of https://stratosphere.eu/stratosphereConflicts:pact/pact-clients/src/main/java/eu/stratosphere/pact/testing/TestPlan.java,5
- moved TPCH-Queries to pact-tests,3
- Updated pact-example/pom.xml- Renamed All2AllSP to PairwiseSP,5
- added stub configuration to TPCHQuery3 example,5
- added missing Apache Headers,1
- Moved SequentialInput/OutputFormat and JSONInput/OutputFormat to pact-client/testing,3
- Adapted WebLogGenerator,2
- added reference to Apache Hadoop licence to code that originated from Hadoop,1
- excluded source build from Maven- added JavaDoc build to Maven,2
- pom.xml: moved javaDoc building to site target,1
- Added licencing headers,1
- Adapted Stratosphere start scripts for MacOS compatibility,5
Added evaluation context to employ registered functions,1
Added missing files,2
Hash Join In-Memory functionality,1
"Fixed Hash Join Buck consering overflock buckets, extended test",3
Refactoring,4
Refactoring: removed unnecessary reflection in TypeSpecificHandler,0
Adapted Hash Function Test and included HashJoin probing for spilled partitions.,3
Cancelling correctly removes partial temporary files.,2
Refactored eu.stratosphere.dag package,2
Reworked IO Manager to correctly abstract IO requests for buffers and Memory Segments,1
Added new iterator for mutable objects.,1
Cleaning and commenting I/O Manager + Hashjoin incremental progress.,4
Added union operator and refactored,4
Refactoring and documentation,2
Fixed JavaFunction bug,0
Refactoring,4
Moved all json types from pact to sopremo,5
Added set operators,1
Fixed test cases in pact.testing,3
Added missing files,2
Cleaning and commenting I/O Manager + Hashjoin incremental progress.,4
Hash Join Cleanup,4
"Refactored PactModule, added SopremoModule and shared base class",1
Added n-way join and test case for equi join,3
"Support for recursions, still fixed number of buckets.",0
"Finished Hash Join, Adopted Match Task Iterators, ensured SortMatch will stay in-memory for N:M, if possible, cleaned iterator interfaces.",4
Allow sort iterators to take AbstractInvokables instead ofAbstractTasks.,1
Implement local sorting for data sink task,5
Initial work on job status display,1
Initial work on job status web interface part 2,1
Initial implementation of range partitioner,5
Merge branch 'hashjoin' of https://stratosphere.eu/sewen into hashjoinConflicts:nephele/nephele-common/src/main/java/eu/stratosphere/nephele/services/iomanager/BlockChannelAccess.javanephele/nephele-common/src/main/java/eu/stratosphere/nephele/services/iomanager/BlockChannelWriter.javanephele/nephele-common/src/main/java/eu/stratosphere/nephele/services/iomanager/IOManager.javapact/pact-runtime/src/main/java/eu/stratosphere/pact/runtime/hash/HashJoin.java,5
Propely integrated range partitioning into memory calculation,5
Removed hack used to set the partition borders,1
-Properly forward order information,5
Partitioning obeys order,5
Added HashMatchIterators and extended Tests. Full HashMatch support.,1
Memory Manager Strict allocation for small page collections.,5
Modified LibraryCacheManager to work on Windows,1
Added Exception to mutable object iterator interface.,1
Added CheckpointProfilingdata. Changes in Checkpointing,4
Added detection of physical memory for Windows,1
Support for nested jar files in pact jars.,2
